IP,Harmless,Malicious,Suspicious,Timeout,Undetected
109.169.172.87,64,1,1,0,22
109.169.229.153,64,1,1,0,22
122.166.239.169,64,0,1,0,23
95.81.202.214,63,1,1,0,23
178.45.76.86,64,1,1,0,22
59.103.199.83,64,0,1,0,23
46.211.76.89,64,0,1,0,23
27.79.15.159,64,1,1,0,22
178.45.84.242,64,1,1,0,22
59.95.17.149,64,0,1,0,23
120.57.116.202,64,0,1,0,23
178.45.201.164,64,1,1,0,22
59.103.202.229,64,1,1,0,22
59.92.51.61,64,0,1,0,23
109.111.8.138,60,6,2,0,20
111.88.38.10,64,1,1,0,22
59.95.71.171,63,1,1,0,23
59.94.119.7,64,0,1,0,23
61.2.22.105,63,1,1,0,23
5.235.249.85,64,0,1,0,23
117.211.52.39,64,0,1,0,23
116.74.84.210,64,0,1,0,23
59.94.119.216,63,1,1,0,23
59.178.169.255,64,0,1,0,23
190.109.227.121,53,17,1,0,17
59.88.58.95,63,0,1,0,24
46.211.29.243,64,0,1,0,23
78.178.49.7,64,0,1,0,23
171.226.167.102,64,0,1,0,23
82.114.232.181,63,3,1,0,21
91.215.96.151,64,0,1,0,23
31.23.250.202,64,0,1,0,23
111.88.47.69,64,1,1,0,22
114.234.245.157,64,0,1,0,23
109.207.122.120,64,0,1,0,23
109.169.201.194,64,1,1,0,22
59.92.159.119,64,0,1,0,23
111.88.47.174,64,1,1,0,22
111.88.43.152,63,2,1,0,22
117.242.248.194,64,0,1,0,23
59.98.184.245,64,0,1,0,23
117.196.105.202,64,0,1,0,23
59.92.72.93,64,1,1,0,22
39.33.90.195,64,0,1,0,23
117.206.203.98,64,0,1,0,23
178.91.161.160,64,0,1,0,23
178.238.204.121,63,1,1,0,23
178.44.222.101,62,2,1,0,23
178.44.242.83,64,1,1,0,22
31.40.65.98,64,0,1,0,23
176.51.137.160,64,0,1,0,23
117.204.168.36,64,0,1,0,23
178.44.218.199,64,1,1,0,22
59.94.76.58,64,0,1,0,23
178.44.205.225,64,1,1,0,22
106.76.68.38,64,0,1,0,23
41.78.26.94,62,1,1,0,24
117.92.119.58,57,9,1,0,21
218.3.197.105,64,0,1,0,23
178.44.235.244,64,0,1,0,23
41.129.38.131,64,1,1,0,22
43.230.37.137,64,0,1,0,23
178.95.130.120,55,12,1,0,20
188.16.50.46,63,1,1,0,23
179.107.60.207,64,1,1,0,22
46.255.148.214,64,0,1,0,23
190.141.58.158,64,0,1,0,23
117.205.149.229,64,0,1,0,23
117.212.160.189,56,10,1,0,21
31.59.201.164,63,1,1,0,23
154.118.36.30,64,0,1,0,23
59.92.72.39,64,0,1,0,23
122.179.106.26,64,0,1,0,23
46.109.159.252,64,0,1,0,23
117.214.1.102,64,0,1,0,23
93.183.166.248,64,0,1,0,23
109.169.147.202,64,0,1,0,23
117.198.39.49,64,0,1,0,23
117.214.152.178,64,0,1,0,23
117.197.172.150,60,5,1,0,22
59.93.9.213,64,0,1,0,23
49.72.187.130,64,1,1,0,22
109.230.220.58,64,0,1,0,23
89.46.217.35,56,11,3,0,18
59.103.211.252,64,0,1,0,23
178.238.204.205,64,0,1,0,23
178.45.195.81,64,1,1,0,22
178.45.194.10,64,1,1,0,22
178.45.44.104,64,1,1,0,22
178.45.39.189,64,1,1,0,22
87.116.132.88,64,0,1,0,23
106.78.52.125,64,0,1,0,23
59.103.210.249,64,1,1,0,22
117.194.201.137,64,0,1,0,23
46.152.213.99,62,1,2,0,23
200.84.243.66,64,0,1,0,23
59.99.34.175,62,3,1,0,22
81.163.150.144,64,0,1,0,23
117.204.172.209,63,0,1,0,24
95.84.7.121,64,0,1,0,23
2.133.36.81,64,0,1,0,23
117.253.245.189,62,0,2,0,24
2.133.39.179,64,1,1,0,22
121.41.106.3,55,8,1,0,24
2.92.226.132,63,1,2,0,22
117.211.52.49,63,0,2,0,23
111.88.35.240,64,1,1,0,22
91.215.96.208,64,0,1,0,23
91.215.96.92,63,2,1,0,22
186.23.223.32,64,0,1,0,23
79.113.203.137,64,1,1,0,22
178.44.197.10,64,1,1,0,22
190.236.202.169,63,3,1,0,21
178.45.46.248,64,1,1,0,22
111.88.47.231,64,1,1,0,22
182.182.34.29,64,0,1,0,23
182.182.18.7,64,0,1,0,23
189.41.10.217,64,0,1,0,23
85.106.231.144,64,1,1,0,22
95.57.28.74,64,0,1,0,23
178.91.160.167,64,0,1,0,23
120.57.121.177,64,0,1,0,23
171.243.44.250,62,4,2,0,20
59.95.212.115,64,0,1,0,23
93.91.120.220,64,0,1,0,23
178.90.170.46,64,0,1,0,23
117.197.155.61,64,0,1,0,23
59.91.184.167,63,0,1,0,24
181.82.227.73,64,0,1,0,23
178.206.146.222,64,1,1,0,22
95.57.28.147,64,0,1,0,23
201.240.148.34,64,0,1,0,23
59.95.16.211,64,0,1,0,23
61.2.98.150,64,0,1,0,23
201.105.24.61,63,1,1,0,23
41.43.41.71,63,2,1,0,22
109.52.206.140,64,0,1,0,23
119.152.229.0,64,0,1,0,23
59.103.214.51,64,1,1,0,22
117.254.29.54,64,0,1,0,23
80.70.111.172,64,1,2,0,21
109.169.156.223,64,1,1,0,22
92.47.240.47,64,0,1,0,23
59.178.44.202,63,1,1,0,23
122.177.106.222,64,0,1,0,23
124.31.107.82,64,0,1,0,23
59.99.67.251,64,0,1,0,23
59.99.9.230,64,0,1,0,23
117.221.253.35,64,0,1,0,23
117.211.32.67,57,10,1,0,20
59.178.44.238,63,0,2,0,23
95.58.49.150,64,0,1,0,23
92.47.170.92,64,0,1,0,23
59.96.187.43,63,0,1,0,24
59.99.9.241,64,0,1,0,23
178.91.164.170,64,0,1,0,23
2.132.18.122,64,0,1,0,23
117.214.106.39,63,1,1,0,23
176.240.16.254,64,0,1,0,23
117.194.202.77,64,0,1,0,23
49.81.65.238,63,1,1,0,23
109.109.61.176,64,0,1,0,23
117.216.9.150,63,1,1,0,23
95.58.51.137,64,0,1,0,23
1.38.122.9,63,0,1,0,24
59.103.207.59,64,1,1,0,22
123.173.90.115,60,4,2,0,22
117.195.135.207,64,0,1,0,23
109.169.222.172,64,0,1,0,23
80.234.103.130,64,1,1,0,22
117.205.102.214,64,0,1,0,23
80.234.100.254,64,0,1,0,23
109.169.137.118,64,1,1,0,22
109.169.182.252,63,2,1,0,22
117.194.196.203,63,1,1,0,23
113.252.235.113,63,0,2,0,23
223.29.224.209,64,1,1,0,22
111.88.43.13,64,1,1,0,22
59.178.4.170,64,0,1,0,23
117.194.196.12,63,0,1,0,24
92.47.238.178,61,4,1,0,22
117.196.233.233,63,1,1,0,23
219.84.181.241,64,0,1,0,23
117.223.110.41,63,2,1,0,22
117.215.205.196,64,0,1,0,23
95.58.67.79,64,0,1,0,23
117.194.201.127,64,0,1,0,23
59.95.16.49,64,0,1,0,23
95.58.103.210,64,0,1,0,23
117.206.138.220,62,2,1,0,23
91.145.225.164,64,0,1,0,23
59.94.116.136,63,1,1,0,23
117.194.203.6,64,0,1,0,23
78.10.52.196,61,4,1,0,22
1.22.216.244,64,0,1,0,23
117.201.68.108,62,1,1,0,24
117.194.207.75,64,0,1,0,23
59.95.77.154,63,1,1,0,23
201.27.163.104,62,1,1,0,24
117.223.108.228,64,0,1,0,23
111.88.35.47,63,1,1,0,23
77.40.31.83,60,4,2,0,22
46.29.234.122,62,4,3,0,19
77.40.2.249,63,3,1,0,21
103.215.224.134,64,0,1,0,23
41.243.11.142,62,2,1,0,23
59.103.212.233,64,1,1,0,22
49.147.143.239,64,0,1,0,23
95.32.187.38,56,11,2,0,19
190.43.149.174,62,4,2,0,20
41.200.195.197,63,1,1,0,23
59.95.186.64,64,0,1,0,23
59.97.200.107,63,1,1,0,23
59.92.106.52,62,2,1,0,23
5.235.206.248,64,0,1,0,23
117.241.114.54,64,0,1,0,23
59.95.17.233,64,0,1,0,23
89.144.163.71,63,1,1,0,23
59.97.161.33,64,0,1,0,23
117.194.197.76,64,0,1,0,23
92.47.244.71,63,2,1,0,22
187.34.75.164,60,3,2,0,23
154.118.4.141,64,0,1,0,23
178.44.117.180,62,3,1,0,22
201.242.79.155,64,0,1,0,23
182.185.204.188,60,3,2,0,23
111.88.35.20,64,1,1,0,22
186.142.1.3,64,0,1,0,23
117.196.194.16,64,0,1,0,23
59.98.168.79,64,0,1,0,23
92.36.166.162,59,6,3,0,20
59.99.163.56,63,0,1,0,24
109.169.170.18,64,1,1,0,22
5.104.233.167,64,0,1,0,23
188.187.23.40,61,2,2,0,23
109.169.209.235,64,1,1,0,22
117.194.201.21,64,0,1,0,23
2.133.73.180,63,2,1,0,22
178.214.167.11,62,2,1,0,23
178.214.170.244,62,2,1,0,23
178.91.166.165,62,2,1,0,23
109.169.208.92,64,0,1,0,23
178.44.171.118,64,1,1,0,22
201.240.244.218,64,0,2,0,22
103.28.245.11,63,1,1,0,23
27.69.177.217,64,0,1,0,23
117.197.5.60,63,0,1,0,24
59.103.204.6,64,0,1,0,23
213.242.4.229,64,0,1,0,23
117.201.68.185,64,0,1,0,23
120.57.119.102,64,0,1,0,23
59.92.72.111,57,8,1,0,22
93.91.120.249,63,1,1,0,23
41.236.175.99,63,1,1,0,23
59.178.44.56,62,3,1,0,22
117.253.242.85,64,0,1,0,23
122.177.220.191,64,0,1,0,23
117.197.155.246,64,0,1,0,23
178.214.167.93,62,2,1,0,23
182.99.191.80,64,0,1,0,23
120.57.124.183,64,0,1,0,23
117.255.234.207,64,0,1,0,23
120.59.176.101,63,1,1,0,23
27.6.216.165,64,0,1,0,23
171.229.95.163,64,0,1,0,23
95.57.111.197,64,0,1,0,23
117.198.38.213,64,0,1,0,23
111.88.42.44,61,4,1,0,22
189.6.233.54,64,1,1,0,22
187.194.185.56,64,0,1,0,23
59.103.198.198,64,1,1,0,22
93.183.136.61,64,0,1,0,23
36.37.204.236,64,0,1,0,23
59.92.159.174,64,1,1,0,22
59.99.9.5,64,0,1,0,23
95.73.213.152,64,0,1,0,23
89.44.130.230,64,0,1,0,23
178.45.153.158,63,1,1,0,23
178.45.95.35,64,1,1,0,22
14.181.64.114,64,0,1,0,23
186.142.1.225,64,0,1,0,23
178.44.193.181,64,1,1,0,22
109.199.243.18,63,3,2,0,20
186.10.32.9,64,1,1,0,22
176.59.148.227,64,0,1,0,23
182.187.88.94,63,2,1,0,22
41.40.160.193,64,0,1,0,23
49.144.217.47,64,1,1,0,22
117.207.188.236,64,0,1,0,23
101.0.41.50,64,0,1,0,23
79.165.136.7,60,6,2,0,20
178.45.69.35,64,1,1,0,22
178.77.148.162,62,4,1,0,21
59.178.156.37,64,0,1,0,23
120.29.88.136,64,0,1,0,23
59.96.107.196,64,0,1,0,23
92.47.239.18,63,0,1,0,24
120.57.116.37,62,0,1,0,25
36.33.28.64,64,0,1,0,23
117.205.221.142,64,0,1,0,23
117.214.13.98,64,0,1,0,23
77.34.81.1,64,0,1,0,23
59.178.145.183,64,0,1,0,23
193.30.251.62,64,0,1,0,23
178.238.204.228,64,0,1,0,23
14.176.53.154,63,1,1,0,23
46.158.197.190,64,1,1,0,22
151.30.212.204,64,0,1,0,23
186.141.1.222,64,0,1,0,23
178.44.223.209,64,1,1,0,22
59.94.251.30,65,0,1,0,22
88.200.234.164,64,1,1,0,22
178.44.240.16,64,1,1,0,22
178.44.153.59,64,1,1,0,22
109.169.208.77,64,0,1,0,23
109.207.120.39,64,0,1,0,23
109.169.156.96,64,1,1,0,22
109.169.220.116,64,1,1,0,22
178.45.88.132,64,0,1,0,23
176.59.168.211,64,0,1,0,23
178.44.138.10,64,1,1,0,22
117.194.197.133,64,0,1,0,23
117.201.65.117,63,1,1,0,23
46.21.82.245,64,0,1,0,23
59.99.9.87,63,0,1,0,24
59.178.156.59,64,0,1,0,23
117.201.67.229,64,0,1,0,23
117.196.233.143,64,0,1,0,23
117.242.237.126,64,0,1,0,23
59.92.44.246,56,8,1,0,23
59.95.64.101,62,2,1,0,23
178.45.43.36,65,0,1,0,22
178.45.34.155,64,1,1,0,22
178.44.219.3,64,1,1,0,22
117.210.165.17,64,0,1,0,23
46.72.77.90,63,2,1,0,22
59.103.215.46,64,1,1,0,22
113.170.128.191,64,0,1,0,23
117.195.81.32,64,0,1,0,23
111.88.46.207,64,1,1,0,22
1.234.27.146,56,8,1,0,23
95.173.0.188,64,0,1,0,23
5.235.215.8,63,1,1,0,23
113.254.163.145,62,2,3,0,21
117.203.55.16,63,1,1,0,23
117.214.245.51,63,1,1,0,23
117.215.147.48,63,0,1,0,24
117.203.217.233,64,0,1,0,23
59.178.152.142,64,0,1,0,23
113.175.55.182,63,1,1,0,23
183.82.35.168,64,0,1,0,23
109.125.161.138,64,0,1,0,23
59.94.116.58,64,0,1,0,23
109.108.32.248,64,0,1,0,23
117.214.7.49,64,0,1,0,23
2.182.177.17,63,0,1,0,24
117.215.145.253,64,0,1,0,23
95.58.98.177,64,0,1,0,23
197.211.58.39,62,1,3,0,22
123.28.94.85,63,1,1,0,23
14.176.243.213,63,1,1,0,23
59.94.73.3,64,0,1,0,23
93.117.18.15,63,1,1,0,23
111.88.46.219,64,1,1,0,22
213.186.185.141,64,0,1,0,23
113.175.122.26,63,1,1,0,23
111.88.46.67,64,1,1,0,22
190.237.89.237,63,0,2,0,23
80.234.29.96,64,1,1,0,22
43.247.41.52,64,0,1,0,23
188.162.132.127,63,2,1,0,22
222.254.52.16,63,1,1,0,23
111.88.32.98,64,1,1,0,22
178.44.194.74,64,1,1,0,22
189.51.100.186,61,4,1,0,22
91.214.63.245,63,1,2,0,22
46.130.4.94,64,0,1,0,23
117.220.204.61,63,1,1,0,23
117.208.89.138,64,0,1,0,23
59.97.160.43,64,0,1,0,23
112.123.16.139,64,0,1,0,23
197.6.129.89,64,0,1,0,23
114.97.109.193,63,0,2,0,23
14.182.160.120,64,0,1,0,23
59.178.214.167,59,6,1,0,22
117.206.119.81,62,1,2,0,23
2.134.21.206,63,0,1,0,24
111.123.71.135,64,0,1,0,23
85.186.178.155,64,0,1,0,23
197.255.204.73,64,0,1,0,23
59.94.249.242,64,0,1,0,23
115.171.249.195,64,0,1,0,23
2.133.199.123,64,0,1,0,23
178.214.160.30,62,1,2,0,23
117.211.63.26,63,1,1,0,23
178.214.180.112,62,1,2,0,23
78.84.42.151,60,6,1,0,21
59.98.123.115,64,0,1,0,23
59.103.203.214,64,1,1,0,22
109.169.242.233,64,1,1,0,22
119.152.227.105,64,0,1,0,23
178.45.91.34,64,1,1,0,22
178.44.246.62,64,1,1,0,22
178.44.145.82,64,1,1,0,22
109.175.109.216,64,0,1,0,23
188.190.86.39,64,0,1,0,23
178.44.230.61,64,1,1,0,22
178.45.154.207,64,1,1,0,22
117.212.4.52,63,0,2,0,23
59.103.215.180,64,1,1,0,22
176.59.160.203,64,0,1,0,23
94.176.161.148,61,5,3,0,19
80.234.125.88,64,1,1,0,22
178.44.242.239,63,2,1,0,22
111.88.26.78,64,1,1,0,22
117.212.41.95,64,0,1,0,23
192.210.144.32,64,1,1,0,22
27.6.204.59,62,4,1,0,21
117.201.65.80,64,0,1,0,23
178.45.192.227,64,1,1,0,22
178.45.44.237,64,1,1,0,22
111.88.27.226,64,1,1,0,22
171.243.30.48,64,1,1,0,22
117.196.234.197,63,1,1,0,23
59.94.77.223,64,0,1,0,23
31.25.110.12,64,0,1,0,23
41.234.70.107,64,0,1,0,23
59.94.118.245,63,1,1,0,23
41.234.105.61,64,0,1,0,23
39.43.101.65,64,0,1,0,23
92.47.175.216,64,0,1,0,23
92.47.222.215,64,0,1,0,23
92.49.171.14,62,1,1,0,24
117.214.243.171,64,0,1,0,23
59.95.18.119,64,0,1,0,23
59.94.117.199,64,0,1,0,23
59.95.215.197,64,0,1,0,23
117.212.12.133,64,1,1,0,22
95.84.34.149,64,0,1,0,23
2.134.29.170,63,0,1,0,24
46.130.12.28,63,2,1,0,22
46.158.7.112,64,0,1,0,23
93.183.166.124,64,0,1,0,23
59.92.159.244,63,1,1,0,23
117.207.89.111,64,0,1,0,23
5.238.201.30,64,0,1,0,23
178.214.182.0,62,1,2,0,23
39.45.93.193,64,0,1,0,23
59.98.168.88,63,1,1,0,23
2.133.33.240,64,0,1,0,23
171.242.169.8,63,0,2,0,23
59.103.210.204,64,1,1,0,22
120.32.97.137,64,0,1,0,23
2.176.117.58,64,0,1,0,23
27.79.53.120,64,1,1,0,22
117.192.213.12,64,0,1,0,23
59.103.211.68,64,1,1,0,22
171.224.88.222,64,1,1,0,22
59.178.40.36,64,0,1,0,23
176.113.245.236,62,1,2,0,23
117.213.140.105,64,0,1,0,23
103.36.78.100,64,0,1,0,23
59.94.115.79,64,0,1,0,23
117.195.135.190,64,0,1,0,23
39.36.223.184,64,0,1,0,23
78.10.53.5,63,1,2,0,22
39.42.175.2,64,0,1,0,23
2.132.8.218,64,0,1,0,23
117.214.158.236,64,0,1,0,23
59.103.214.56,64,1,1,0,22
178.91.224.214,64,0,1,0,23
183.83.211.69,64,0,1,0,23
111.88.26.165,64,1,1,0,22
111.88.34.201,64,0,1,0,23
176.118.112.254,64,0,1,0,23
117.201.77.128,63,1,1,0,23
117.212.44.79,64,0,1,0,23
190.133.129.34,57,8,2,0,21
190.233.177.185,64,0,1,0,23
41.239.146.12,64,0,1,0,23
190.102.17.43,64,0,1,0,23
59.95.17.109,64,0,1,0,23
123.30.245.64,58,8,1,0,21
59.178.10.46,64,0,1,0,23
92.47.240.37,64,0,1,0,23
117.242.116.59,63,1,1,0,23
181.82.225.234,64,0,1,0,23
117.211.63.197,64,0,1,0,23
202.3.73.115,64,0,1,0,23
190.40.8.142,63,2,1,0,22
182.99.191.197,64,0,1,0,23
79.164.106.108,63,0,1,0,24
178.90.108.117,63,0,2,0,23
37.150.107.250,64,0,1,0,23
95.57.109.34,64,0,1,0,23
2.180.23.189,62,2,1,0,23
178.75.42.145,64,0,1,0,23
176.106.156.118,63,1,1,0,23
2.134.18.227,64,0,1,0,23
178.44.202.131,64,1,1,0,22
111.88.26.212,64,1,1,0,22
111.88.39.29,64,1,1,0,22
95.84.7.190,63,1,2,0,22
182.183.209.110,64,0,1,0,23
2.134.27.219,64,0,1,0,23
80.70.109.133,64,1,2,0,21
178.91.164.84,64,0,1,0,23
59.178.75.196,64,0,1,0,23
103.199.34.222,64,0,1,0,23
31.28.215.69,64,0,1,0,23
117.204.115.39,62,3,1,0,22
85.114.185.78,64,0,1,0,23
117.214.165.103,64,0,1,0,23
92.47.247.254,64,0,1,0,23
59.95.18.34,64,0,1,0,23
183.83.177.189,64,0,1,0,23
39.33.48.157,64,0,1,0,23
178.91.163.80,64,0,1,0,23
2.133.196.39,64,0,1,0,23
39.33.4.210,64,0,1,0,23
92.47.247.244,64,0,1,0,23
59.94.249.89,64,0,1,0,23
59.92.167.219,56,8,1,0,23
91.221.219.41,59,6,1,0,22
117.205.150.230,64,0,1,0,23
178.90.130.194,64,0,1,0,23
59.94.117.0,64,0,1,0,23
41.237.218.62,64,0,1,0,23
117.248.133.131,64,0,1,0,23
92.47.247.44,64,0,1,0,23
124.41.248.8,64,0,1,0,23
93.91.120.242,63,2,1,0,22
83.69.19.111,64,0,1,0,23
41.237.54.149,64,0,1,0,23
95.75.128.228,64,1,1,0,22
117.197.175.158,64,0,1,0,23
27.79.9.248,64,1,1,0,22
117.215.207.81,58,10,1,0,19
59.94.72.72,64,0,1,0,23
59.103.209.25,64,1,1,0,22
87.116.132.224,64,0,1,0,23
113.185.40.217,63,0,1,0,24
203.205.11.164,63,1,1,0,23
117.194.234.65,64,0,1,0,23
117.194.234.122,64,0,1,0,23
92.47.169.19,64,0,1,0,23
111.88.27.68,64,1,1,0,22
59.99.49.85,64,0,1,0,23
59.97.217.119,64,0,1,0,23
59.99.48.75,63,0,2,0,23
95.70.23.151,63,2,1,0,22
78.31.244.62,64,0,1,0,23
59.99.48.30,62,4,1,0,21
59.99.49.98,64,0,1,0,23
213.206.34.65,64,0,1,0,23
117.197.49.195,64,0,1,0,23
117.241.113.55,64,0,1,0,23
200.58.95.190,63,1,1,0,23
121.203.239.26,63,1,1,0,23
202.137.212.143,64,0,1,0,23
117.198.36.191,64,0,1,0,23
190.51.24.111,63,1,1,0,23
59.178.33.45,64,0,1,0,23
95.81.221.148,64,0,1,0,23
2.181.103.9,64,0,1,0,23
200.90.145.38,63,1,1,0,23
59.94.77.212,64,0,1,0,23
59.94.119.88,63,1,1,0,23
117.214.142.211,64,0,1,0,23
39.33.75.154,64,0,2,0,22
117.213.168.192,64,0,1,0,23
178.206.0.253,64,0,1,0,23
117.194.196.182,64,0,1,0,23
92.36.142.50,60,6,3,0,19
109.233.174.75,64,0,1,0,23
89.32.200.241,64,1,1,0,22
94.127.201.221,64,0,1,0,23
94.243.234.79,64,0,1,0,23
2.134.22.5,64,0,1,0,23
117.211.43.161,55,12,1,0,20
95.32.73.28,62,1,0,0,25
95.168.107.19,64,0,1,0,23
94.41.17.242,61,2,0,0,25
95.32.195.21,63,1,0,0,24
95.125.165.97,0,0,0,0,87
95.86.215.118,0,0,0,0,87
95.220.190.101,0,0,0,0,87
94.21.120.255,0,0,0,0,87
95.173.236.123,64,0,1,0,23
95.237.197.200,64,1,0,0,23
95.80.175.176,63,0,1,0,24
95.155.49.249,63,1,0,0,24
92.81.222.217,53,15,2,0,18
95.37.138.179,0,0,0,0,87
95.37.167.168,63,1,0,0,24
95.235.112.20,0,0,0,0,87
95.110.86.251,0,0,0,0,87
95.233.29.90,0,0,0,0,87
94.248.18.163,0,0,0,0,87
94.64.221.49,61,1,0,0,26
93.181.41.128,0,0,0,0,87
95.140.215.7,0,0,0,0,87
93.124.93.250,0,0,0,0,87
93.178.95.54,63,0,1,0,24
94.241.253.55,0,0,0,0,87
92.252.170.100,63,1,0,0,24
94.241.195.252,63,1,0,0,24
92.241.122.55,64,0,1,0,23
94.50.161.245,62,1,1,0,24
93.81.98.56,63,2,0,0,23
93.118.168.201,63,0,1,0,24
92.49.181.230,0,0,0,0,87
92.36.224.5,62,3,2,0,21
91.229.208.69,53,14,1,0,20
92.36.144.151,63,0,1,0,24
92.249.153.233,0,0,0,0,87
92.36.188.4,62,2,1,0,23
91.189.246.149,0,0,0,0,87
91.83.180.220,0,0,0,0,87
91.241.142.0,64,0,1,0,23
92.248.180.60,64,0,1,0,23
90.150.203.82,63,0,1,0,24
88.252.92.100,63,0,1,0,24
89.178.212.162,62,2,1,0,23
91.138.66.143,63,2,1,0,22
89.254.252.71,0,0,0,0,87
89.146.162.46,63,0,1,0,24
89.254.238.172,63,1,0,0,24
90.188.102.124,0,0,0,0,87
87.18.24.249,62,3,0,0,23
89.109.46.75,0,0,0,0,87
87.5.93.208,0,0,0,0,87
87.4.83.20,0,0,0,0,87
89.214.58.109,63,0,1,0,24
87.20.115.157,61,1,0,0,26
87.5.52.103,64,0,0,0,24
89.109.198.250,0,0,0,0,87
87.116.229.214,63,0,1,0,24
87.117.11.11,0,0,0,0,87
85.14.31.38,63,0,1,0,24
85.26.235.65,59,0,0,0,29
83.30.100.7,0,0,0,0,87
84.237.136.6,63,0,1,0,24
85.105.25.190,56,7,1,0,24
84.232.53.24,63,0,1,0,24
83.4.115.7,0,0,0,0,87
83.242.255.253,61,2,1,0,24
84.51.85.58,0,0,0,0,87
84.46.246.236,62,3,2,0,21
84.46.243.248,63,2,0,0,23
84.224.223.109,0,0,0,0,87
83.11.14.37,0,0,0,0,87
82.55.198.210,64,1,0,0,23
82.55.111.25,0,0,0,0,87
83.30.139.240,0,0,0,0,87
81.198.112.7,63,0,1,0,24
81.163.41.212,0,0,0,0,87
81.163.43.74,63,0,1,0,24
81.0.82.211,0,0,0,0,87
80.80.173.58,63,0,1,0,24
79.172.119.174,0,0,0,0,87
79.172.112.96,0,0,0,0,87
79.172.103.125,0,0,0,0,87
79.17.140.92,0,0,0,0,87
79.33.217.58,63,1,0,0,24
79.47.152.132,0,0,0,0,87
79.11.222.142,61,4,0,0,23
77.238.211.117,64,0,0,0,24
79.139.195.70,0,0,0,0,87
78.92.63.85,63,3,0,0,22
78.92.32.202,63,3,1,0,21
78.84.96.46,62,2,0,0,24
78.110.65.106,0,0,0,0,87
78.92.117.219,63,1,0,0,24
77.49.154.157,0,0,0,0,87
79.43.32.232,0,0,0,0,87
78.110.64.127,62,1,0,0,25
77.222.114.11,64,1,0,0,23
79.186.103.217,63,1,0,0,24
77.222.109.187,0,0,0,0,87
79.186.12.127,61,1,0,0,26
79.22.9.136,62,1,0,0,25
77.222.112.210,62,2,0,0,24
79.37.104.153,0,0,0,0,87
79.25.196.125,0,0,0,0,87
77.222.104.56,0,0,0,0,87
79.127.113.235,56,8,2,0,22
79.126.71.62,64,0,1,0,23
78.29.21.78,63,1,0,0,24
78.131.111.129,63,1,0,0,24
69.57.239.254,63,2,0,0,23
63.230.130.197,63,0,1,0,24
76.226.89.100,62,1,0,0,25
62.182.82.10,64,0,2,0,22
61.64.147.29,62,2,0,0,24
61.3.98.45,63,1,1,0,23
61.64.108.29,0,0,0,0,87
61.231.225.152,0,0,0,0,87
61.216.176.84,62,1,0,0,25
62.240.7.8,59,0,0,0,29
62.240.7.15,64,0,1,0,23
61.223.230.117,0,0,0,0,87
61.227.188.173,0,0,0,0,87
61.227.199.249,62,1,0,0,25
61.227.102.1,0,0,0,0,87
60.190.132.58,63,1,0,0,24
61.224.46.121,0,0,0,0,87
61.224.231.87,62,1,0,0,25
61.140.62.212,0,0,0,0,87
61.224.230.197,0,0,0,0,87
61.0.93.181,63,0,1,0,24
61.224.229.125,62,1,0,0,25
61.0.86.98,63,0,1,0,24
60.243.214.101,63,0,1,0,24
61.1.236.174,60,5,1,0,22
59.94.249.174,63,0,1,0,24
59.92.171.112,56,11,1,0,20
59.92.175.245,58,6,1,0,23
59.99.65.80,61,3,1,0,23
59.92.175.244,59,5,0,0,24
60.191.240.10,59,0,0,0,29
59.96.137.71,63,0,1,0,24
59.92.174.62,59,5,1,0,23
59.92.167.216,60,5,0,0,23
59.96.137.143,62,1,0,0,25
59.96.138.165,0,0,0,0,87
59.92.175.2,56,8,1,0,23
59.92.160.103,59,4,1,0,24
59.99.137.182,56,9,1,0,22
59.99.51.101,63,0,1,0,24
59.99.133.107,0,0,0,0,87
59.99.132.74,57,6,1,0,24
59.92.167.111,60,4,1,0,23
59.92.162.122,59,6,1,0,22
59.91.239.84,62,1,1,0,24
59.95.70.82,63,0,1,0,24
59.98.169.50,0,0,0,0,87
59.99.129.125,63,0,1,0,24
59.99.48.85,63,0,1,0,24
59.99.131.137,55,10,1,0,22
59.95.222.240,64,0,1,0,23
59.99.66.250,65,1,0,0,22
59.99.192.232,58,6,0,0,24
59.95.177.208,0,0,0,0,87
59.93.17.3,59,4,1,0,24
59.92.169.178,64,0,1,0,23
59.99.146.117,63,0,1,0,24
59.92.72.91,0,0,0,0,87
60.17.116.220,0,0,0,0,87
59.98.138.177,62,1,1,0,24
59.89.41.95,63,1,1,0,23
59.98.193.99,63,0,1,0,24
59.94.113.29,64,0,1,0,23
59.98.138.100,61,4,1,0,22
59.98.137.113,0,0,0,0,87
59.92.41.227,63,0,1,0,24
59.98.192.230,63,0,1,0,24
59.94.249.239,63,0,1,0,24
59.98.192.91,0,0,0,0,87
60.167.134.204,63,0,1,0,24
59.88.235.124,63,0,1,0,24
59.89.24.220,63,1,1,0,23
59.88.233.221,0,0,0,0,87
59.88.233.30,60,5,1,0,22
59.89.231.194,64,0,1,0,23
59.115.182.224,0,0,0,0,87
59.89.226.122,58,6,1,0,23
59.52.102.95,0,0,0,0,87
59.104.139.154,0,0,0,0,87
59.55.82.14,0,0,0,0,87
59.177.73.228,64,0,1,0,23
5.175.78.135,64,2,0,0,22
49.124.131.156,62,1,1,0,24
5.139.53.203,0,0,0,0,87
49.158.2.61,58,6,1,0,23
49.207.183.11,60,4,1,0,23
